stage_id,stage_index,stage_name,node_id,node_type,node_tier,encounter_id,enemy_level,reward_tier,wave_id,wave_index,spawn_unit_id,spawn_count,spawn_time,lane,unit_level,hp_multiplier,damage_multiplier,armor_bonus,move_speed_multiplier,attack_speed_multiplier,is_boss_spawn,notes
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_2,2,jade_shadowblade_assassins,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_2,2,jade_spirit_lantern,2,10,center,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_3,3,jade_shrine_oni,2,0,north,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_3,3,jade_halberd_guardian,2,3,center,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_3,3,jade_storm_monks,4,8,south,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_4,4,jade_shrine_oni,2,0,north,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_4,4,jade_chi_dragoon,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_4,4,jade_blue_oni,3,8,south,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_4,4,jade_shikigami_fox,3,10,north,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_5,5,jade_halberd_guardian,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_5,5,jade_shrine_oni,3,3,center,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_5,5,jade_spirit_lantern,2,10,center,,,,,,,,
stage_3,2,Jade Homeland,7B_1,elite,3,elite_jade_t3,54,3,7B_1_wave_5,5,jade_shadowblade_assassins,4,6,south,,,,,,,,
stage_3,2,Jade Homeland,8C_1,battle,3,battle_jade_t3,54,3,8C_1_wave_1,1,jade_halberd_guardian,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,8C_1,battle,3,battle_jade_t3,54,3,8C_1_wave_1,1,jade_chi_dragoon,3,0,center,,,,,,,,
stage_3,2,Jade Homeland,8C_1,battle,3,battle_jade_t3,54,3,8C_1_wave_1,1,jade_crossbow_gunners,4,4,south,,,,,,,,
stage_3,2,Jade Homeland,8C_1,battle,3,battle_jade_t3,54,3,8C_1_wave_2,2,jade_blue_oni,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,8C_1,battle,3,battle_jade_t3,54,3,8C_1_wave_2,2,jade_shadowblade_assassins,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,8C_1,battle,3,battle_jade_t3,54,3,8C_1_wave_2,2,jade_shuriken_ninjas,4,8,south,,,,,,,,
stage_3,2,Jade Homeland,8C_1,battle,3,battle_jade_t3,54,3,8C_1_wave_3,3,jade_chi_dragoon,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,8C_1,battle,3,battle_jade_t3,54,3,8C_1_wave_3,3,jade_storm_monks,4,0,center,,,,,,,,
stage_3,2,Jade Homeland,8C_1,battle,3,battle_jade_t3,54,3,8C_1_wave_3,3,jade_spirit_lantern,2,8,center,,,,,,,,
stage_3,2,Jade Homeland,10C_1,battle,3,battle_jade_t3,56,3,10C_1_wave_1,1,jade_halberd_guardian,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,10C_1,battle,3,battle_jade_t3,56,3,10C_1_wave_1,1,jade_chi_dragoon,3,0,center,,,,,,,,
stage_3,2,Jade Homeland,10C_1,battle,3,battle_jade_t3,56,3,10C_1_wave_1,1,jade_crossbow_gunners,4,4,south,,,,,,,,
stage_3,2,Jade Homeland,10C_1,battle,3,battle_jade_t3,56,3,10C_1_wave_2,2,jade_blue_oni,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,10C_1,battle,3,battle_jade_t3,56,3,10C_1_wave_2,2,jade_shadowblade_assassins,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,10C_1,battle,3,battle_jade_t3,56,3,10C_1_wave_2,2,jade_shuriken_ninjas,4,8,south,,,,,,,,
stage_3,2,Jade Homeland,10C_1,battle,3,battle_jade_t3,56,3,10C_1_wave_3,3,jade_chi_dragoon,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,10C_1,battle,3,battle_jade_t3,56,3,10C_1_wave_3,3,jade_storm_monks,4,0,center,,,,,,,,
stage_3,2,Jade Homeland,10C_1,battle,3,battle_jade_t3,56,3,10C_1_wave_3,3,jade_spirit_lantern,2,8,center,,,,,,,,
stage_3,2,Jade Homeland,12C_1,battle,3,battle_jade_t3,58,3,12C_1_wave_1,1,jade_halberd_guardian,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,12C_1,battle,3,battle_jade_t3,58,3,12C_1_wave_1,1,jade_chi_dragoon,3,0,center,,,,,,,,
stage_3,2,Jade Homeland,12C_1,battle,3,battle_jade_t3,58,3,12C_1_wave_1,1,jade_crossbow_gunners,4,4,south,,,,,,,,
stage_3,2,Jade Homeland,12C_1,battle,3,battle_jade_t3,58,3,12C_1_wave_2,2,jade_blue_oni,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,12C_1,battle,3,battle_jade_t3,58,3,12C_1_wave_2,2,jade_shadowblade_assassins,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,12C_1,battle,3,battle_jade_t3,58,3,12C_1_wave_2,2,jade_shuriken_ninjas,4,8,south,,,,,,,,
stage_3,2,Jade Homeland,12C_1,battle,3,battle_jade_t3,58,3,12C_1_wave_3,3,jade_chi_dragoon,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,12C_1,battle,3,battle_jade_t3,58,3,12C_1_wave_3,3,jade_storm_monks,4,0,center,,,,,,,,
stage_3,2,Jade Homeland,12C_1,battle,3,battle_jade_t3,58,3,12C_1_wave_3,3,jade_spirit_lantern,2,8,center,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_1,1,jade_halberd_guardian,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_1,1,jade_blue_oni,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_1,1,jade_crossbow_gunners,4,8,south,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_2,2,jade_chi_dragoon,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_2,2,jade_shadowblade_assassins,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_2,2,jade_spirit_lantern,2,10,center,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_3,3,jade_shrine_oni,2,0,north,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_3,3,jade_halberd_guardian,2,3,center,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_3,3,jade_storm_monks,4,8,south,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_4,4,jade_shrine_oni,2,0,north,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_4,4,jade_chi_dragoon,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_4,4,jade_blue_oni,3,8,south,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_4,4,jade_shikigami_fox,3,10,north,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_5,5,jade_halberd_guardian,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_5,5,jade_shrine_oni,3,3,center,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_5,5,jade_spirit_lantern,2,10,center,,,,,,,,
stage_3,2,Jade Homeland,13B_1,elite,3,elite_jade_t3,60,3,13B_1_wave_5,5,jade_shadowblade_assassins,4,6,south,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_1,1,jade_halberd_guardian,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_1,1,jade_storm_monks,4,4,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_1,1,jade_spirit_lantern,2,10,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_2,2,jade_chi_dragoon,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_2,2,jade_shrine_oni,2,4,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_2,2,jade_crossbow_gunners,4,8,south,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_3,3,jade_blue_oni,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_3,3,jade_shadowblade_assassins,4,4,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_3,3,jade_shikigami_fox,4,8,south,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_4,4,jade_halberd_guardian,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_4,4,jade_chi_dragoon,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_4,4,jade_shrine_oni,3,8,south,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_4,4,jade_spirit_lantern,2,12,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_5,5,jade_shrine_oni,3,0,north,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_5,5,jade_blue_oni,3,4,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_5,5,jade_halberd_guardian,3,8,south,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_5,5,jade_shikigami_fox,4,12,north,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_6,6,jade_halberd_guardian,4,0,north,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_6,6,jade_chi_dragoon,4,0,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_6,6,jade_shrine_oni,3,4,south,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_6,6,jade_blue_oni,3,8,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_6,6,jade_spirit_lantern,2,12,center,,,,,,,,
stage_3,2,Jade Homeland,15A_1,boss,3,boss_jade_palace,65,3,15A_1_wave_6,6,jade_shadowblade_assassins,5,10,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,1C_2,battle,1,battle_frost_t1,21,1,1C_2_wave_1,1,shade_servant,4,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,1C_2,battle,1,battle_frost_t1,21,1,1C_2_wave_1,1,putrid_archer,2,5,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,1C_2,battle,1,battle_frost_t1,21,1,1C_2_wave_2,2,shade_servant,5,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,1C_2,battle,1,battle_frost_t1,21,1,1C_2_wave_2,2,flesh_weaver,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,1C_2,battle,1,battle_frost_t1,21,1,1C_2_wave_3,3,shade_servant,5,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,1C_2,battle,1,battle_frost_t1,21,1,1C_2_wave_3,3,putrid_archer,3,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,1C_2,battle,1,battle_frost_t1,21,1,1C_2_wave_3,3,flesh_weaver,3,6,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,2D_2,battle,1,battle_frost_t2,23,2,2D_2_wave_1,1,shade_servant,5,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,2D_2,battle,1,battle_frost_t2,23,2,2D_2_wave_1,1,putrid_archer,4,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,2D_2,battle,1,battle_frost_t2,23,2,2D_2_wave_1,1,bound_spectre,2,4,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,2D_2,battle,1,battle_frost_t2,23,2,2D_2_wave_2,2,cursed_walker,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,2D_2,battle,1,battle_frost_t2,23,2,2D_2_wave_2,2,putrid_archer,4,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,2D_2,battle,1,battle_frost_t2,23,2,2D_2_wave_2,2,flesh_weaver,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,2D_2,battle,1,battle_frost_t2,23,2,2D_2_wave_3,3,agony_screamer,3,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,2D_2,battle,1,battle_frost_t2,23,2,2D_2_wave_3,3,shade_servant,5,0,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,2D_2,battle,1,battle_frost_t2,23,2,2D_2_wave_3,3,putrid_archer,4,6,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_1,1,bloodline_noble,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_1,1,shade_servant,5,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_1,1,putrid_archer,4,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_2,2,cursed_walker,3,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_2,2,agony_screamer,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_2,2,bound_spectre,3,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_3,3,screaming_coffin,2,0,north,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_3,3,bloodline_noble,3,4,center,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_3,3,putrid_archer,5,8,south,,,,,,,,
stage_2,1,Eternal Frost Wastes,3D_2,elite,1,elite_frost_t2,26,2,3D_2_wave_4,4,eternal_watcher,2,0,north,,,,,,,,
